support_group,workload,first_size,last_size,speedup_first,speedup_last,speedup_change_last_minus_first,memory_ratio_first,memory_ratio_last,memory_ratio_change_last_minus_first
physical_scaling,filter,5GB,20GB,0.43767789598856405,0.9677198796634439,0.5300419836748798,0.8515460697764501,0.8102005857905779,-0.04134548398587223
physical_scaling,groupby,5GB,20GB,0.8459493198878097,3.0591238090045394,2.2131744891167298,0.7043921879100303,0.3107222662036766,-0.39366992170635373
physical_scaling,join,5GB,20GB,0.27788767705831957,0.3868787036758078,0.10899102661748822,1.0237864536731915,0.8605689378841752,-0.16321751578901633
physical_scaling,pipeline,5GB,20GB,0.4679347592730038,2.7226332704258494,2.2546985111528457,0.8373347011599613,0.46663488299581296,-0.3706998181641484
